caminho	tamanho	hash_md5	logger	extensao	pista	carro	data	sessao	duplicata_de
Trabalho/Telemetria/Motos_2021-2024/23_GONZALO AUGUSTO_Goiania_Generic testing_a_0268.xrk	6622570	372296e6696e6f13e58fcb6754f45cfa	AiM	xrk	Goiania	GONZALO AUGUSTO		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Alex Kaua_20210625_053308_Goiania_Yamaha R3_a_0244.xrk	2165560	7b6e2a67c78b7a690fce6c169ce4a660	AiM	xrk	Alex Kaua		20210625		
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR21102017_002.rrk	478336	12b149d5dae8406023925503e0e95213	AiM	rrk		BMW S1000RR	21102017		
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0018.gpk	1106592	1ca507a2ff7dd9ac1edefc632c82013c	AiM	gpk					
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR20102017.gpk	1000032	249a47e4b1d59558783517cc314fec19	AiM	gpk		BMW S1000RR	20102017		
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0020.xrk	2067482	b1ebd2c444be5765497caf87e2e52dbf	AiM	xrk					
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0016.xrk	1541050	e0d550578e2195087f22518ac676cd34	AiM	xrk					
Trabalho/Telemetria/Motos_2021-2024/24FACUMORA1TREINO_Goiania_Generic testing_a_0261.rrk	1132352	9f3e874558588618ecfb95defe9cc2ff	AiM	rrk	Generic testing	Goiania			
Trabalho/Telemetria/Motos_2021-2024/27 1TREINO_Goiania SBK_Generic testing_a_0211.xrk	4954332	915f1f415afdb6917d44237af97dba0f	AiM	xrk	Generic testing	Goiania SBK			
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0019.xrk	2522476	f86c73a9f94fb464b9d3c9816608bc07	AiM	xrk					
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0021.2.xrk	2014861	53bcb4e9d2262e55a76697509cfa7b60	AiM	xrk					
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR22102017.gpk	2339808	ce0cd817dedfe432900f2db12fa1df74	AiM	gpk		BMW S1000RR	22102017		
Trabalho/Telemetria/Motos_2021-2024/Diego Pierluigi_Yamaha R1_Interlago SP_Qualifying testinga_0017.xrk	1992619	c59a930e9341ce995a0cfb10da6372f4	AiM	xrk					
Trabalho/Telemetria/Motos_2021-2024/23_GONZALO AUGUSTO_Goiania_Generic testing_a_0268.rrk	1142400	c525506eb7d500f6453b6dac1abab938	AiM	rrk	Goiania	GONZALO AUGUSTO		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/39 _ENZO_Goiania st_Generic testing_a_0080.gpk	7085184	b851512892e5250766aaa7b18616ac83	AiM	gpk	Goiania st	ENZO		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR19102017.gpk	830976	8e707c83e66152e3ef018f3f580fdf52	AiM	gpk		BMW S1000RR	19102017		
Trabalho/Telemetria/Motos_2021-2024/Kaka_Yamaha R3_CURVELO_Generic testing_a_0466.xrk	2125266	41a852689c043a17a92145698f765342	AiM	xrk	CURVELO	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Kaka_Yamaha R3_CURVELO_Generic testing_a_0461.gpk	2050368	0948367af94f0411c3ac38d86174aa36	AiM	gpk	CURVELO	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_11_CURVELO_Generic testing_a_0369.xrk	7561768	9460ed12ca773332b33e4a301e575e3d	AiM	xrk	CURVELO	11		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Evandro - 79_Generic testing_20220805_103829.rrk	1527040	be39198aca07b040e42ad3a29a8513ee	AiM	rrk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Breno 44_Generic testing_20220805_101004.xrz	1195603	39467152b49cbe4cf59706778ad7a0fb	AiM	xrz			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Flavio Brito_20210730_150017_Goiania_76 Yamaha R3_a_0284.drk	690164	72f5c0c75ec0fb35cc62afe974ab0586	AiM	drk	Flavio Brito		20210730		
Trabalho/Telemetria/Motos_2021-2024/FELIPE PAN_54_POTENZA_Generic testing_a_0068.drk	916344	b7b768c54a176e936e85b9c938c4cdc2	AiM	drk	POTENZA	54		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fabricio_113_Qualifying testing_a_0032.drk	842030	b391c71735aa0e1cf0ead0df1bb983a5	AiM	drk	Qualifying testing	113			
Trabalho/Telemetria/Motos_2021-2024/Fletado9622102021.drk	254788	0d9547382729d8a8fab26ce5afe02fa1	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_083405.drk	1097974	eb5d39d1a596c380436fb8ec06d7421f	AiM	drk			20220805		
Trabalho/Telemetria/Motos_2021-2024/Fletado9622102021.gpk	1278816	f035415a8abbbab0b0d0444174463e3d	AiM	gpk					
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_083405.gpk	3033888	52207fb26e88c7faf8b5a336013391a9	AiM	gpk			20220805		
Trabalho/Telemetria/Motos_2021-2024/Breno 44_Generic testing_20220805_101004.gpk	1882752	81d987f65513e4dae6acf6110c6ba5cb	AiM	gpk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_11_CURVELO_Generic testing_a_0369.rrk	1037568	112f83bc155fad6166877afb1bb21d94	AiM	rrk	CURVELO	11		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Enzo Valentin_39_Curvelo_Generic testing_a_0296.rrk	1340992	d4b057249d84630c5a4d38dd3655f5e9	AiM	rrk	Curvelo	39		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fabricio Zampereti11322102021_001.rrk	139008	2c5950b0cb92edf6c084d7869751fa17	AiM	rrk					
Trabalho/Telemetria/Motos_2021-2024/Julian_Yamaha R3_Curvelo_Generic testing_a_0287.gpk	3363936	85c4773f597cd7979b48928ebab022a3	AiM	gpk	Curvelo	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fletado9623102021.rrk	324224	25da87d07c6b3902615187ba5c046520	AiM	rrk					
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Practice 1_20231006_120537.drk	633708	4aa2e040eb3cadc07b9db83174235480	AiM	drk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Enzo Valentin_39_Curvelo_Generic testing_a_0296.xrk	4127863	abf0cf184fa5937b3e02d764da71d5be	AiM	xrk	Curvelo	39		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fletado9623102021.drk	287716	d6a59253d463227506251c9a36300e5c	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/DazziBMW S1000RR20102017.rrk	222336	6276a46ef102e8c950d037b83b52153d	AiM	rrk		BMW S1000RR	20102017		
Trabalho/Telemetria/Motos_2021-2024/Enzo Valentin_39_Curvelo_Generic testing_a_0295.xrk	3413528	ba4d0169f1b85d7ae75eed4b9c9e99fe	AiM	xrk	Curvelo	39		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Facundo Mora_Yamaha R3_Goiania_Qualifying testing_a_0304.drk	1449268	66dc45fa2e622e4551e6f48244d11030	AiM	drk	Goiania	Yamaha R3		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Evandro - 79_Generic testing_20220805_103829.xrz	1988364	2fdbf4e08be915ae08c537b6964b044b	AiM	xrz			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fabricio_113_Goiania_Race_a_0038.drk	999798	c050609a47a07c02b53dfb9b36a33489	AiM	drk	Goiania	113		Race	
Trabalho/Telemetria/Motos_2021-2024/Fabricio_113_Goiania_Qualifying testing_a_0036.drk	747106	1e0eb29660c4f3cf1c6565b4fa13e573	AiM	drk	Goiania	113		Qualifying testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso8822102021.gpk	2317632	36e02787d58de90273b0a8372fd20d46	AiM	gpk					
Trabalho/Telemetria/Motos_2021-2024/Kaka_Yamaha R3_CURVELO_Generic testing_a_0461.xrk	2696453	e5f991a4635845a9bbd16ba22f8fbb81	AiM	xrk	CURVELO	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_083405.rrk	674368	412091b142db5dcb73932d421943a173	AiM	rrk			20220805		
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_084653.xrk	1086661	dcdb6847c26840031a780f7b77758228	AiM	xrk			20220805		
Trabalho/Telemetria/Motos_2021-2024/Enzo Valentin_39_Curvelo_Generic testing_a_0296.gpk	6034272	880c4ad60ecc8ea2aeee08a950625047	AiM	gpk	Curvelo	39		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico - 22_Generic testing_20220805_101016.rrk	1123456	6eb546dbcf22ca0a485e1142863c6b70	AiM	rrk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Gonzalo Augusto_23 Yamaha R3_Curvelo_Warm-up_a_0034.rrk	3164160	30b391fda544f031ffac1066bd17e3d8	AiM	rrk	Curvelo	23 Yamaha R3		Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Practice 1_20231006_111512.drk	1104148	8649bd26e71d420e77e96c8a2c9dde59	AiM	drk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_083405.xrz	1343183	280cec96d96a9fd3c5147976f76a4365	AiM	xrz			20220805		
Trabalho/Telemetria/Motos_2021-2024/Erico - 22_Generic testing_20220805_101016.gpk	5055360	12b5525455da39dd47562220f29b60db	AiM	gpk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Enzo Valentin_39_Curvelo_Generic testing_a_0295.rrk	1108736	07d9e5f6a9d581b2d284738ef8c28803	AiM	rrk	Curvelo	39		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_11_Curvelo_Warm-up_a_0366.xrk	4549884	0585006ea64146d2ce0bc3d3b3bb574a	AiM	xrk	Curvelo	11		Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Evandro - 79_Generic testing_20220805_103829.gpk	6871488	7a7711cd5c6eac213ba574defb9e241d	AiM	gpk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Julian_Yamaha R3_Curvelo_Generic testing_a_0286.gpk	1669920	40ffb9bce54288a6d6927b718d84cca5	AiM	gpk	Curvelo	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Practice 1_20231006_120537.gpk	2181408	d1c9e6b431522afcec5aa91c1daf58f9	AiM	gpk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_083405.xrk	2341669	1c8c06f7f8212cddf4f6496406327220	AiM	xrk			20220805		
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_Curvelo_Generic testing_a_0363.gpk	4076160	2402defa1d6cd6fc8d5e86971fd49d00	AiM	gpk	Generic testing	Curvelo			
Trabalho/Telemetria/Motos_2021-2024/Gonzalo Augusto_23 Yamaha R3_Curvelo_Warm-up_a_0034.xrk	9735419	070638b79ddf7485da9d6bb6b5d42748	AiM	xrk	Curvelo	23 Yamaha R3		Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Breno 44_Generic testing_20220805_101004.xrk	2523230	4867b86d6361eee6eb99343f1e14765b	AiM	xrk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fabricio Zampereti11322102021.gpk	2076288	73cb79a1cf1c8137f9a4dd908f01feef	AiM	gpk					
Trabalho/Telemetria/Motos_2021-2024/Kaka_Yamaha R3_CURVELO_Generic testing_a_0462.xrk	1714422	b52db141617f7c1958e47c6337560bed	AiM	xrk	CURVELO	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico - 22_Generic testing_20220805_101016.xrk	3074919	c1b10c975c0cf5940dde95920e67a425	AiM	xrk			20220805	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Juan Vieira_11_Curvelo_Warm-up_a_0366.gpk	2673024	cf4424c79920918b5f4c98ed73f8ceca	AiM	gpk	Curvelo	11		Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Joao Teixeira - 14_Practice 1_20220513_121637.xrz	3600616	ad4405225346487a68d8756f3d8a9823	AiM	xrz			20220513	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211217_080119.rrk	2944576	db65e87ac4005368f3663a846b0d24e4	AiM	rrk			20211217	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211125_132239.xrk	1438069	fe745efa21ec1902531b10d21bc1ab0a	AiM	xrk			20211125		
Trabalho/Telemetria/Motos_2021-2024/Fabricio Zampereti11323102021_001.drk	239824	6ca5558fa46ccf763e0eb5b1a34a9da2	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/20211127_125755_Brayann Santos_Superpole.drk	626210	ae3774c0aa43d7027c35b0220d6e7ba2	AiM	drk			20211127	Superpole	
Trabalho/Telemetria/Motos_2021-2024/Joao Teixeira - 14_Practice 1_20220513_121637.xrk	6892513	f856d6c33a74214f3a2be02867a14539	AiM	xrk			20220513	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_100050.rrk	9315584	548148fddbbdb0fdc6e70d7a3994fa82	AiM	rrk			20211127		
Trabalho/Telemetria/Motos_2021-2024/Gabriel Carioca_22 R6_Interlagos SP_Generic testing_a_0330.gpk	855456	c9021f38a9988a707862c034955c9fab	AiM	gpk	Interlagos SP	22 R6		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Joao Teixeira - 14_Practice 2_20220513_151050.xrk	6860403	1f73e366709b070ee531e7c8149e5251	AiM	xrk			20220513	Practice 2	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_114259.xrk	1949218	02a1e63992f4a05dcd5a25005955b30b	AiM	xrk			20211126		
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Practice 1_20231006_111656.drk	710304	b09bf86fdb2ad8005a3589182fd1a2d1	AiM	drk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211216_165844.xrz	907693	d7376b51315ef0d03ded84633026e9f2	AiM	xrz			20211216		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211125_151714.xrk	830781	642aeccf9a1fd8a2453e643068a9f357	AiM	xrk			20211125		
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Practice 1_20231006_111521.drk	1100138	d0c07d9de1932554faf6c4be92778c2e	AiM	drk			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_100526.rrk	3489024	42d1354e5075f21939178f8f2520309b	AiM	rrk			20211126		
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211217_112914.xrz	1733214	b8ad4904c3df5711cbf4f405da436dbd	AiM	xrz			20211217	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Joao Teixeira - 14_Practice 1_20220513_121637.gpk	9765888	9380ecdc588fa463d9798143dcc9c9a2	AiM	gpk			20220513	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211125_132239.xrz	613099	27a49f2b707e50a401d0b3e1ee379638	AiM	xrz			20211125		
Trabalho/Telemetria/Motos_2021-2024/Joao Teixeira - 14_Practice 3_20220514_102915.gpk	10304160	b2bf63007656cb1924a7e241fd4a39b0	AiM	gpk			20220514	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211216_151008.xrz	837197	1918b36d8fd4f9255e42eb30c8a3e410	AiM	xrz			20211216		
Trabalho/Telemetria/Motos_2021-2024/Breno 44_20220805_084653.xrz	619811	c6ec19e7f016ce2558afe70bcddc3fa2	AiM	xrz			20220805		
Trabalho/Telemetria/Motos_2021-2024/20211127_102504_Caua Rodrigues_Practice 3.drk	700544	bf774894eed3af8b85ed06f874c9d37c	AiM	drk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20211217_080119.xrk	3057055	970b23b25e3896a8c859790b6cda13d8	AiM	xrk			20211217	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Fabricio Zampereti11323102021.drk	233452	e035a4ce22ca12d3922354c833525ee7	AiM	drk					
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211218_100300.rrk	8680832	42ddc811e1485b1d219c81b3f1b1acb2	AiM	rrk			20211218		
Trabalho/Telemetria/Motos_2021-2024/Alexandre Finardi_Practice 1_20220428_143647.xrk	2101947	c054132ad7fbc1af4ccf2c6d52cb323c	AiM	xrk			20220428	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Alexandre Finardi_Practice 1_20220428_141634.xrk	2250954	4a825ab59ba4007cdf465f06882055fd	AiM	xrk			20220428	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211125_130341.xrk	2547113	5e79fd2e4d1463c7ca6d8d2b7d25e7b3	AiM	xrk			20211125		
Trabalho/Telemetria/Motos_2021-2024/Kaka_Yamaha R3_CURVELO_Generic testing_a_0460.xrk	1317238	05baedbe8becafdaafc688c14e26cf20	AiM	xrk	CURVELO	Yamaha R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_100526.xrk	2556489	85195df30ad701f800ad50a4f2c3b099	AiM	xrk			20211126		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_153840.xrk	9211861	c83cbda608c082cee2a7616881f133b3	AiM	xrk			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_122955.xrz	4005989	bdaf2edd11169d02589422579fd0964d	AiM	xrz			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211216_180259.xrk	2273913	b495759a7dcb549c04b5f73f638deb20	AiM	xrk			20211216		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_171529.xrk	1809929	ffee85610c04e87620d03c9ac8a78cf2	AiM	xrk			20211126		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_143644.xrz	3879222	49963c8ea965a105b0b5c461c779bc04	AiM	xrz			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_133442.xrk	5311659	d6a13931f10397a4111964e07dc42b44	AiM	xrk			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_100050.xrk	2156153	d86d203266f444bcadaf75a424989970	AiM	xrk			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_102354.xrz	949181	071040e8356b2731da20dc1813750733	AiM	xrz			20211126		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_141304.xrk	3125984	9b525947c6a5c952e4944d5a44d38103	AiM	xrk			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211216_180259.xrz	966675	e4d9bdc4cb85f22f2c6a1c6db2d92d6a	AiM	xrz			20211216		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211125_113600.gpk	7662624	387fe4b0d6c0450aa719d104e8c75eb9	AiM	gpk			20211125		
Trabalho/Telemetria/Motos_2021-2024/Caua Rodrigues_Practice 2_20221021_142129.drk	687614	1ef8f65105987bc226b4a0f7211caa07	AiM	drk			20221021	Practice 2	
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211125_113600.rrk	1703360	5b9ecbd0c916eea016fe9a82770c18d4	AiM	rrk			20211125		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211217_101753.xrk	1925390	2bb26c2c3aa2324be719c41abf1651c3	AiM	xrk			20211217		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_114259.xrz	834633	25ffd247aad5849a60fc406e26fc33da	AiM	xrz			20211126		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_141304.xrz	1336839	94e24c98bd0a920e28957257f0db66d4	AiM	xrz			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_100050.xrz	912642	480c1581243ad66534c6e748ad77f24a	AiM	xrz			20211127		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211217_171529.xrz	797785	04c1e4e2f1d5df686c3406caa1725a08	AiM	xrz			20211217		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211217_100534.rrk	2258240	07b4960d84264387017565fa1ecf0c73	AiM	rrk			20211217		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211126_115710.xrk	1206342	858c1f5e73740c8d4ffe5eacbe04b841	AiM	xrk			20211126		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211216_171707.xrk	2143913	bdf736f8dff2e0d4047080e58638e9e9	AiM	xrk			20211216		
Trabalho/Telemetria/Motos_2021-2024/1st Race_20211127_143644.xrk	9094415	b675b4860cd513b08835c08c3139561d	AiM	xrk			20211127		
_INBOX/SSD_Antigo_vitor/Desktop/Mestrado Giuliano - Vitor/VI-CRT/FFHOOK.mf4	6569116	0d83d0931cdaacbee5ae72b4a0645dfc	ASAM MDF4	mf4					
Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/Template_Velo_Citta_FT1_School_V1.pwb	879616	26176998b932ca5d4d1a8d5e66e27aba	Cosworth PI	pwb					
Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/Template_Interlagos_FT1_School_V2.pwb	985600	a6e98c3b4ab8ea4f542b67115616e5da	Cosworth PI	pwb					
Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/Template_Interlagos_FT1_School.pwb	985600	030f3144b01c08e1c83d0e5e9bd7e7c1	Cosworth PI	pwb					
Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/Engenharia Eficaz Tutorial.pwb	53248	e329b8680915cb1a6592e709f2c3d093	Cosworth PI	pwb					
Trabalho/Biblioteca/ferramentas/softwares_analise/pi-toolbox/TESTE 1.pwb	15360	3ddd1e92f406e8312cfea358a102a6e0	Cosworth PI	pwb					
Trabalho/Porsche_Cup/Docs/Templates_PI/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL.pwb	3515904	1352f69305e486da452e185ae186daaf	Cosworth PI	pwb		Porsche			
Trabalho/Porsche_Cup/Docs/Dados_SSD_Windows/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL.pwb	3888128	85c9aa0dd8f9e9828f5215a34aa353d4	Cosworth PI	pwb		Porsche			
Trabalho/Porsche_Cup/Docs/Dados_SSD_Windows/REF38 - 26ET02.pds	8190779	e5efee4851f120fd63219e0ecef6d150	Cosworth PI	pds		Porsche			
Trabalho/Porsche_Cup/Docs/analise_referencias/LapSim_153557.csv	264465	f58be10c16063a9d119a7c2fb8d0b1c1	Simulador	csv		Porsche			_INBOX/SSD_Antigo_vitor/Desktop/Porsche/LapSim_153557.csv
Trabalho/Porsche_Cup/Docs/analise_referencias/CopaTruck_Sim_105747.csv	226207	f975b7a76119fca36b77aa921181547c	Simulador	csv		Porsche			_INBOX/SSD_Antigo_vitor/Desktop/Porsche/CopaTruck_Sim_105747.csv
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#259 - Shakedown - 22.11 - 08h11m18s - André Gaidzinski.pds	100954229	feca70ea932055e30746e692b72b9a04	Cosworth PI	pds		992#259	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#284 - Shakedown - 22.11 - 07h50m17s - Enzo Bedani.pds	101892063	a0f8f66a24d9fd96b2b9d475f26f3796	Cosworth PI	pds		992#284	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#406 - Shakedown - 22.11 - 07h56m16s - Dennis Dirani.pds	81383032	6c2cb33cb2570fad4cafaed5f51ce0af	Cosworth PI	pds		992#406	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#259 - Shakedown - 22.11 - 07h55m02s - Andre Gaidzinski.pds	92107438	3922ae41e80f252bf410e9cb2a7e4873	Cosworth PI	pds		992#259	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#247 - Shakedown - 22.11 - 07h47m51s - Arthur Leist.pds	97796706	a5c35fbc57b06f3763229f57ae87ef37	Cosworth PI	pds		992#247	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#245 - Shakedown - 22.11 - 07h35m29s - Enzo Pedani.pds	118074966	6407ef5da8f13956ce543b8386ce7df4	Cosworth PI	pds		992#245	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#285 - Shakedown - 22.11 - 07h36m10s - Arthur Leist.pds	95587422	85543aa5e5518bc28d720fd2f465adf4	Cosworth PI	pds		992#285	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#263 - Shakedown - 22.11 - 07h34m13s - Dennis Dirani.pds	78743317	baf5a17fbd3e7f5e313bffd2c1e22a4c	Cosworth PI	pds		992#263	22.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#096 - Shakedown - 21.11 - 06h47m00s - Arthur Leist.pds	86218539	3589431a773c31576d4906c0904196ce	Cosworth PI	pds		992#096	21.11	Shakedown	
Trabalho/Porsche_Cup/2025/Shakedown_2025-11/992#255 - Shakedown - 21.11 - 06h50m36s - Beto gresser.pds	29717015	b0b20843452203df9c19f6e8d1c07d38	Cosworth PI	pds		992#255	21.11	Shakedown	
Trabalho/Porsche_Cup/Docs/Templates_PI/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL_STALE-2025-10-28.pwb	2786816	fb7c4e4dfc2831dd644aa60162c15b6f	Cosworth PI	pwb		Porsche	2025-10-28		
Trabalho/Porsche_Cup/Docs/Templates_PI/ENG230523_V19_PEA_Template Porsche Cup Brasil_992_991.2_991.1.pwb	4155392	7efb563ccd1bc3f4626e14e6375de7a6	Cosworth PI	pwb		Porsche 992			
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Brakes.i2wkb	12074	5b1bfbef4e77d9ebb368fd9726f40b60	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Samples.i2wkb	47975	dfe49364539f91116793e45e2574a1df	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Base.i2wkb	43801	cedfc76909e8e9c0a1e713414b074ac2	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Driver.i2wkb	24426	ac24b059b24413cb52a5661492f5d278	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Tyres.i2wkb	5383	618314cd385ac1c6409742411f66c4aa	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Suspension.i2wkb	12526	bdb03349998f315ea26b53d2bc4726d3	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Engine.i2wkb	41728	cf6c223795706993dc7ee73278419f5b	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/Transmission.i2wkb	7512	8736b07682e17f125a2184bedbe31ca3	MoTeC	i2wkb					
Trabalho/Telemetria/MoTeC_Workspaces/MoTeC_Workbooks/nurburgring-porsche_991ii_gt3_r-1-2023.03.05-14.54.53.ldx	390	2244833500e264a4aec9457428e81164	MoTeC	ldx	Nurburgring	Porsche 991.1	2023.03.05		
