caminho	tamanho	hash_md5	logger	extensao	pista	carro	data	sessao	duplicata_de
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_190252_Interlagos_4300133_c_1143.rrk	309312	c17ec3683f3379502ab3554d0817ba58	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_190252_Interlagos_4300133_c_1143.rrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_144237_Interlagos_4300133_c_1138.gpk	941280	fc55bcb62b5b37470e19fcdd19d9bc1f	AiM	gpk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_144237_Interlagos_4300133_c_1138.gpk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_144237_Interlagos_4300133_c_1138.rrk	209216	e5966a2e70b73411f7f10cbe19a15b6c	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_144237_Interlagos_4300133_c_1138.rrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_114608_Interlagos_4300133_c_1134.drk	682996	b2ebff567b11184dfcc1333b69cffd63	AiM	drk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_114608_Interlagos_4300133_c_1134.drk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_121404_Interlagos_4300133_c_1136.gpk	855168	22a8b07a1c7c993e0c4da92acc03ffe5	AiM	gpk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_121404_Interlagos_4300133_c_1136.gpk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_121404_Interlagos_4300133_c_1136.rrk	190080	55d691edcffbc6d7a403ec74f33c24c6	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_121404_Interlagos_4300133_c_1136.rrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_115701_Interlagos_4300133_c_1135.gpk	943296	73f7aff25b659021f3d8a78f0fd2ba4e	AiM	gpk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_115701_Interlagos_4300133_c_1135.gpk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_115701_Interlagos_4300133_c_1135.rrk	209664	d58074ae1cde68ce4cbe9f02203af2c1	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_115701_Interlagos_4300133_c_1135.rrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_114608_Interlagos_4300133_c_1134.gpk	518496	020dd6a6c3554171823dddbbf4c522f9	AiM	gpk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_114608_Interlagos_4300133_c_1134.gpk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_114608_Interlagos_4300133_c_1134.rrk	115264	cc69fd9731aa54f0937db17b9484b526	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_114608_Interlagos_4300133_c_1134.rrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_083916_Interlagos_4300133_c_1127.drk	364096	813ed01ce838c5533d998e4a7b80f8bd	AiM	drk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_083916_Interlagos_4300133_c_1127.drk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_083916_Interlagos_4300133_c_1127.xrz	669685	fb1113f1bf8106cb57ed891de7bc2102	AiM	xrz	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_083916_Interlagos_4300133_c_1127.xrz
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_090333_Interlagos_4300133_c_1128.xrz	77824	fb02040426520a1aeca5b03b3aee98e7	AiM	xrz	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_090333_Interlagos_4300133_c_1128.xrz
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_090333_Interlagos_4300133_c_1128.drk	70976	11e2709a3a20c0d2afad71ddda330116	AiM	drk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_090333_Interlagos_4300133_c_1128.drk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_090333_Interlagos_4300133_c_1128.xrk	169189	cbcad93a2e54213efe384daf48ce8838	AiM	xrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_090333_Interlagos_4300133_c_1128.xrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_092106_Interlagos_4300133_c_1130.rrk	315200	0a5d5229dffb44f8cf3cc995293ea6a7	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_092106_Interlagos_4300133_c_1130.rrk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_090455_Interlagos_4300133_c_1129.gpk	799584	3212211798500d3036bd4e6fcb8cfa29	AiM	gpk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_090455_Interlagos_4300133_c_1129.gpk
Trabalho/Outras_Categorias/Estudo_outras_series/Race3/F3/Gabriel Bortoleto/F309-016/2021-01-25/Gabriel Bortoleto_F309-016_20210125_090455_Interlagos_4300133_c_1129.rrk	182912	5d9d016f976a85b6cd65b266447be1d0	AiM	rrk	Interlagos	F309-016	20210125		Trabalho/Telemetria/F3/Interlagos/Gabriel Bortoleto_F309-016_20210125_090455_Interlagos_4300133_c_1129.rrk
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/I2/03 - MOTEC EXAMPLE LOGGED DATA/20200930-0364202_2.ldx	1421	28ba3ec11637a041f8edbbc0c8e3c47f	MoTeC	ldx			20200930		Trabalho/Biblioteca/cursos/Data_Analysis_OneDrive/Data Analysis/I2/03 - MOTEC EXAMPLE LOGGED DATA/20200930-0364202_2.ldx
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/I2/03 - MOTEC EXAMPLE LOGGED DATA/20200930-0364202_2.ld	3046454	a5410d36f9d422b0c5187c4c19d92116	MoTeC	ld			20200930		
Trabalho/Telemetria/SSD_Windows_CLAUDE/Motorsport/02_Outras_categorias/Sim_Racing/I2/03 - MOTEC EXAMPLE LOGGED DATA/20200930-0364202_1.ld	2682610	1943677dc862dce4d971e0dc7486395c	MoTeC	ld			20200930		
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabio PittaBMW S1000RR18112022_001 (2022_12_18 20_23_00 UTC).gpk	1173120	b6f2cfb8c52f49100c7a25c14113256c	AiM	gpk	Goiania	BMW S1000RR	18112022		_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/Logs Goiania/Fabio PittaBMW S1000RR18112022_001 (2022_12_18 20_23_00 UTC).gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabinho da HornetKawasaki Ninja 40018112022 (2022_12_18 20_23_00 UTC).gpk	1247424	1412bfad913d52f5ab07b23a998af1ac	AiM	gpk	Goiania	Kawasaki Ninja 400	18112022		_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/Logs Goiania/Fabinho da HornetKawasaki Ninja 40018112022 (2022_12_18 20_23_00 UTC).gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0111 (2022_12_18 20_23_00 UTC).xrk	1562528	fe353ac49a79e5510e24078f0dd48dd0	AiM	xrk	Goiania		2026-09-11	Practice	_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/Logs Goiania/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0111 (2022_12_18 20_23_00 UTC).xrk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/MattRomanowskiWatkinsGlenJune2020/Matt Romanowski_Watkins Glen_June182020Webinar.drk	9531330	19a3cf30e93cab2231a35a5732582981	AiM	drk			2026-09-11		_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/MattRomanowskiWatkinsGlenJune2020/Matt Romanowski_Watkins Glen_June182020Webinar.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/F3/Geral/P.Piquet000000.pds	7457184	c4db5f30f9a8e244d232b4d3d34aeedc	Cosworth PI	pds		F3	2026-09-11		Trabalho/Porsche_Cup/2026/analise/Telemetria_Real/Formula_3/Geral/P.Piquet000000.pds
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/F3/Geral/P.Piquet000000.pid	1959684	b06362bff374f60c5120558bf81417e4	Cosworth PI	pid		F3	2026-09-11		Trabalho/Porsche_Cup/2026/analise/Telemetria_Real/Formula_3/Geral/P.Piquet000000.pid
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Goiânia/Fabio PittaBMW S1000RR19112022_002 (2022_12_18 20_23_00 UTC).drk	586592	e423ac0347b180c78adb1fc0c3e45f0e	AiM	drk		BMW S1000RR	19112022		Trabalho/Telemetria/Motos_2021-2024/SuperBike_Logs/Goiânia/Fabio PittaBMW S1000RR19112022_002 (2022_12_18 20_23_00 UTC).drk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Goiânia/Fabio PittaBMW S1000RR19112022_002 (2022_12_18 20_23_00 UTC).gpk	650976	5cbddd99a7219f5deebb4bc8af3d851f	AiM	gpk		BMW S1000RR	19112022		Trabalho/Telemetria/Motos_2021-2024/SuperBike_Logs/Goiânia/Fabio PittaBMW S1000RR19112022_002 (2022_12_18 20_23_00 UTC).gpk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Goiânia/Fabio PittaBMW S1000RR19112022_002 (2022_12_18 20_23_00 UTC).rrk	144768	b87276d2e51c4b71dc5d5d373802933b	AiM	rrk		BMW S1000RR	19112022		Trabalho/Telemetria/Motos_2021-2024/SuperBike_Logs/Goiânia/Fabio PittaBMW S1000RR19112022_002 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Goiânia/Fabinho da HornetKawasaki Ninja 40019112022_001 (2022_12_18 20_23_00 UTC).rrk	261952	fe744571b0808f5720e22f126a2446d2	AiM	rrk		Kawasaki Ninja 400	19112022		Trabalho/Telemetria/Motos_2021-2024/SuperBike_Logs/Goiânia/Fabinho da HornetKawasaki Ninja 40019112022_001 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Goiânia/Fabio PittaBMW S1000RR19112022 (2022_12_18 20_23_00 UTC).drk	954768	c78507a34d8b4210e5f263bb7fe9f249	AiM	drk		BMW S1000RR	19112022		Trabalho/Telemetria/Motos_2021-2024/SuperBike_Logs/Goiânia/Fabio PittaBMW S1000RR19112022 (2022_12_18 20_23_00 UTC).drk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Goiânia/Fabio PittaBMW S1000RR19112022 (2022_12_18 20_23_00 UTC).rrk	239680	14668fe769d1d55d6c11392eb8ef8c18	AiM	rrk		BMW S1000RR	19112022		Trabalho/Telemetria/Motos_2021-2024/SuperBike_Logs/Goiânia/Fabio PittaBMW S1000RR19112022 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabio PittaBMW S1000RR18112022_001 (2022_12_18 20_23_00 UTC).drk	734448	2b91862aba4c60d652a7786ce160a4b8	AiM	drk	Goiania	BMW S1000RR	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabio PittaBMW S1000RR18112022_001 (2022_12_18 20_23_00 UTC).drk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabio PittaBMW S1000RR18112022_001 (2022_12_18 20_23_00 UTC).rrk	260800	09816d8e4fbde4ae4227ec4e091f2048	AiM	rrk	Goiania	BMW S1000RR	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabio PittaBMW S1000RR18112022_001 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabinho da HornetKawasaki Ninja 40018112022 (2022_12_18 20_23_00 UTC).rrk	277376	67721674053e15ddff1fcbb76c7facaf	AiM	rrk	Goiania	Kawasaki Ninja 400	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabinho da HornetKawasaki Ninja 40018112022 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabinho da HornetKawasaki Ninja 40018112022 (2022_12_18 20_23_00 UTC).drk	783184	43ef7cae684a874457ce088300acc66e	AiM	drk	Goiania	Kawasaki Ninja 400	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabinho da HornetKawasaki Ninja 40018112022 (2022_12_18 20_23_00 UTC).drk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabio PittaBMW S1000RR18112022 (2022_12_18 20_23_00 UTC).drk	799904	a6cfcb56cc392211bb5b9b41265a1f6f	AiM	drk	Goiania	BMW S1000RR	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabio PittaBMW S1000RR18112022 (2022_12_18 20_23_00 UTC).drk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabio PittaBMW S1000RR18112022 (2022_12_18 20_23_00 UTC).gpk	924576	54ce554360fbb28c36e85ddcfce3c9e7	AiM	gpk	Goiania	BMW S1000RR	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabio PittaBMW S1000RR18112022 (2022_12_18 20_23_00 UTC).gpk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Fabio PittaBMW S1000RR18112022 (2022_12_18 20_23_00 UTC).rrk	205632	75b5d4aba6fbbc15d122e7d63d1bf4e8	AiM	rrk	Goiania	BMW S1000RR	18112022		Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Fabio PittaBMW S1000RR18112022 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0111 (2022_12_18 20_23_00 UTC).rrk	708160	4496b4a2c98cff79c6b0df43eb12fb69	AiM	rrk	Goiania		2022_12_18	Practice	Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0111 (2022_12_18 20_23_00 UTC).rrk
Trabalho/Telemetria/inbox_local_2026-09/PORSCHE CUP 2026/Data Analysis/Logs/SuperBike Logs/Logs Goiania/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0111 (2022_12_18 20_23_00 UTC).drk	9494	ceb28e983329fe24c7caa64375c7a9b5	AiM	drk	Goiania		2022_12_18	Practice	Trabalho/Outras_Categorias/Estudo_outras_series/Logs Goiania/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0111 (2022_12_18 20_23_00 UTC).drk
_INBOX/SSD_Antigo_vitor/Documents/MoTeC/i2/Workspaces/Manic ACC/.backup/Workbooks/Oversteer/Understeer.i2wkb	5327	a77909e0760c1c73e1662e0ee784aa25	MoTeC	i2wkb					Trabalho/Telemetria/MoTeC_Workspaces/Manic ACC/Workbooks/Oversteer/Understeer.i2wkb
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_TL2_Engine_006_01-44-22_23#1262_2026.06.06_15.33.bmsbin	1622016	9738c119059ffc4527cd24b08eaf5577	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_TL2_Engine_006_01-44-22_23#1262_2026.06.06_15.33.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_TL2_Chassis_007_03-04-03_23#1262_2026.06.06_15.33.bmsbin	2650112	a554d741d64c9ebcb320d82a750260b3	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_TL2_Chassis_007_03-04-03_23#1262_2026.06.06_15.33.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_TL2_Chassis_006_01-44-22_23#1262_2026.06.06_15.33.bmsbin	41517056	202df9c0434c4badac9b80224e77206c	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_TL2_Chassis_006_01-44-22_23#1262_2026.06.06_15.33.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_TL1_Engine_013_01-00-76_23#1262_2026.06.06_09.13.bmsbin	1089536	d94fbf6e2568f2e5dd876108868b9fe0	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_TL1_Engine_013_01-00-76_23#1262_2026.06.06_09.13.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_TL1_Engine_005_01-42-95_23#1262_2026.06.06_09.13.bmsbin	1830912	a103d391bb97a2ff918b8e0c7a2707e5	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_TL1_Engine_005_01-42-95_23#1262_2026.06.06_09.13.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_Q1_Engine_007_01-42-90_23#1262_2026.06.06_18.34.bmsbin	1323008	be46d03dab4ed59448c6d818e1420ff7	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_Q1_Engine_007_01-42-90_23#1262_2026.06.06_18.34.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_Q1_Chassis_008_01-32-82_23#1262_2026.06.06_18.33.bmsbin	1794048	6687c8a271f59be169dbe8659f5ac8a6	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_Q1_Chassis_008_01-32-82_23#1262_2026.06.06_18.33.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/62/62_Q1_Chassis_007_01-42-90_23#1262_2026.06.06_18.34.bmsbin	27574272	f865b337d370e9b3a8af294e2f30a090	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/62/62_Q1_Chassis_007_01-42-90_23#1262_2026.06.06_18.34.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/60/60_TL2_Engine_006_01-42-88_23#1250_2026.06.06_15.49.bmsbin	1552384	3fd70237ad5e7a2c8247a4bf59118f5d	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/60/60_TL2_Engine_006_01-42-88_23#1250_2026.06.06_15.49.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/60/60_TL2_Chassis_006_01-42-88_23#1250_2026.06.06_15.49.bmsbin	38604800	569953f803b1966f73ccbe197e9b8b0e	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/60/60_TL2_Chassis_006_01-42-88_23#1250_2026.06.06_15.49.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/60/60_TL1_Engine_013_01-29-55_23#1250_2026.06.06_09.42.bmsbin	1511424	69c92c2c3efa1615d21d1eb11a2240aa	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/60/60_TL1_Engine_013_01-29-55_23#1250_2026.06.06_09.42.bmsbin
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/pendrive_amg_gt4/26ET06 - Interlagos/60/60_TL1_Engine_005_01-42-06_23#1250_2026.06.06_09.42.bmsbin	2056192	cf4d7df2bf7747e56db1f71ab02def96	AiM	bmsbin	Interlagos		2026-09-11		Trabalho/Telemetria/AMG_GT4_26ET06_Interlagos/60/60_TL1_Engine_005_01-42-06_23#1250_2026.06.06_09.42.bmsbin
